PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,class
4.807995281502453,5.5102649741553895,1.8015200382348557,-2.5470874714888576,0.7111856559931441,0.5263922434820997,-0.8911593811852984,-1.1946576845339174,0.6105319378590744,1.2195079425421036,0.0003881126141297234,1.846701058351795,0.14002227282628293,-0.8880095389250794,1.6260851286505178,0.3536226336588272,1.299115380931111,-0.2983949872673681,1.0319496148836258,-0.48202842712494304,0.27917683164141105,0.7977335564041215,0.009700553031381435,-0.28774070282324327,-0.2193542633946852,0.8960220303615097,0.21352491332845444,0.4126696351950753,0.6614514154094451,0.10603757751064397,-0.11669754605575472,0
3.195166031355492,5.613337084966398,0.8953618398059354,-1.8984835697021416,0.4713674686588039,0.20014924325344546,-0.9599274040536879,-1.1875860474018405,0.5146479562217797,1.166249077710419,0.11555538935667203,1.9176107465998082,-0.08270312999919817,-1.0114896874746002,1.45396594440933,0.32774258665164746,1.4788377741951624,-0.5161415638020772,1.2453528620388443,-0.35825557677284314,0.29760969783754015,0.7120694894332767,-0.03691450008987474,-0.2243770981741244,-0.38422401803830963,0.7677483262478199,0.04963020198560412,0.512259478566034,0.5973366302116951,0.10737332084861184,-0.17904568520684638,0
3.3143700283044097,5.799713334277701,0.6921079015871041,-1.5278461673925465,0.46855745458782094,-0.06307205824525776,-1.0149789420257367,-1.3578685421081829,0.635827313778425,1.3204064128319384,0.13002585499520897,2.1830276590417625,-0.10602010015710481,-1.1007111996821388,1.3718212702474677,0.2944517324229499,1.4878320385532522,-0.549925211551191,1.131317153529109,-0.7328059306409391,0.21959953613497682,0.6778622492541466,0.044985137320579564,-0.013492687170967905,-0.3636855671690663,0.8130432348859872,0.05961008258333605,0.2576898431327932,0.7841796582487828,0.2703485967401114,0.1533974035676971,0
0.7552842887857756,4.0922264651489275,2.6105047400435715,-1.5291757140056599,1.1588555536964495,-0.03625573695746923,-1.5257161388844873,-1.035416496932126,1.0082030464989375,1.1928746056838506,0.2901354577972768,1.4423747149773645,0.2375170508080666,-1.525658613405123,1.1317134388905934,-0.24416954926433393,0.7956356944404984,-0.7276249967027472,0.5647713123863928,-0.268023406170593,0.48065836994265826,0.5352416166847331,-0.24759368295894768,-0.32211134253377177,-0.15973414373207612,1.0426370687136206,0.27646252491251183,0.4151245316145018,0.39701966857702303,0.23475264501957824,-0.025117422394146043,0
-0.29833555416317814,4.33834005561808,1.5096925372446697,-0.9524261966837257,0.7596263361035808,-0.3466345777632236,-1.8887767193185652,-0.7634769863803971,0.8925132218672636,1.1972646020242326,0.40630678679011767,1.5317052503723687,0.2759079526097064,-1.6976396449891011,1.2484128818084588,-0.029097372801908154,0.86339418193841,-0.7394428012018484,0.6794651767698661,-0.42857776262165664,0.35388865529833563,0.5619683080903624,0.13396845669722496,-0.1840304478225988,-0.241588629164764,0.6535955747235783,-0.009164381540826817,0.24479263382955097,0.3051927766421083,0.177393924503724,0.00942410299950437,0
-0.26689388755992977,4.677790792683774,1.6192998772045353,-1.1457665549023712,1.2963499080090097,-0.5461019544776504,-1.542968349635281,-1.0973955271529776,0.862329208462601,1.152758182323775,0.6371755105873023,1.6888684143590589,0.15016662286965016,-1.6206081345940877,1.0535007853833027,-0.08625543406742715,0.9437764753154697,-0.501810153324621,0.8291991750204034,-0.6930339125953127,0.29161335674844363,0.3940440400632953,0.0051393537685744855,-0.3921898881782524,-0.2785722506198018,0.4693696076810628,-0.14633165114004754,0.25302489250470295,0.33730425400387504,-0.1458411949292219,0.33997491466126006,0
-0.7366200954399463,3.5264869219406867,3.4959737594449454,-1.7519349182670654,2.024347790589734,-0.18532902067032622,-1.6551903481924715,-0.9652974759573505,1.1707364199830153,1.2081911892854176,0.5368515160051535,1.5806255528066513,0.4436984166230257,-1.7224646079265944,0.5513175032026709,-0.06326679401696221,0.4340771453792684,-0.6246151268513873,0.45983864292184734,-0.3301714822691533,0.22423144009649748,0.6004622823110823,-0.16575955629041933,-0.17352209032079946,-0.10538131544525896,0.5020795231035806,0.35305578933988907,0.42585895066848956,0.16123514593141633,0.22279149242470167,0.35013508105438956,0
-2.115600346623747,3.853404796565575,2.4343888072886295,-1.3414048033621555,1.7379617871360378,-0.48748146184795904,-1.8226146811304178,-0.832012783909234,0.8995628373630778,1.330851082105603,0.5820851650395911,1.582322868348509,0.4278317989879511,-1.6018634570790566,0.993219671153672,-0.25217039825258863,0.5358242594565518,-0.897523069789303,0.26983911478785666,-0.35126137619667275,0.19576479252246665,0.3055716257939282,-0.1538664972467183,-0.16891068512924107,-0.20460921764742712,0.6747980905510225,0.2560105492661983,-0.07257944230951009,0.27100409012812154,0.18252950823387776,0.20033021876440468,0
-3.7349865246016263,4.246527111078168,1.436927086467794,-1.161182185443021,1.75947682893627,-0.6566002437496118,-1.828814439983183,-1.2630491630901408,0.8343933823358816,1.2432991520647572,1.0119600868397038,1.332011303563686,0.7038673760132571,-1.782377292411853,0.5871432892928486,-0.08488974567163994,0.47339580562585615,-0.5022800918714287,0.5778831503514213,-0.39527850197602715,0.544681175222473,0.28343278987275067,0.12613873707349796,-0.2063138670917145,-0.27698692638251465,0.13383202976674324,0.12499544097424087,0.18009871115677972,0.1216974862015968,-0.3223163078638128,0.38894936631822535,0
-2.2630978708374396,1.37523401454998,5.0807028906004605,-0.6225948595728785,1.160825707927433,-0.3863525623149796,-2.3902808314803674,-0.986107180996297,1.5517038891298445,1.6852048426988353,-0.10907530658333711,1.6512530452109833,0.34391405687826926,-1.7288188757876806,0.26233569935822637,-0.29082487064487156,-0.1376943542513951,0.08534688126483592,0.6285891703775424,-0.21189075816564776,0.72020736209355,0.3559552933789227,-0.25071314114894533,0.10414847551559658,0.24342284738144326,-0.06141496904449917,0.2709579234977078,0.09325537507181321,0.2967789103077696,-0.03328300635485954,0.17981075516407832,0
