Treatment,Genotype,SOD1_N,Behavior,pPKCG_N,pERK_N,CaNA_N,ITSN1_N,Ubiquitin_N,DYRK1A_N,ARC_N,APP_N,pS6_N,pCAMKII_N,pP70S6_N,BRAF_N,pPKCAB_N,Tau_N,S6_N,AcetylH3K9_N,class
0,0,-0.6181978845765287,0,-0.4557587421993384,0.4119956086942362,1.065900907990189,0.517933598884254,-1.1198348171337014,0.312711121339263,-1.0662755333408085,0.8041584073977458,-1.0662755333408085,-0.8999016559632711,-0.6434761951032067,0.1748745983399388,1.6290887586866205,-1.236610118829525,-0.5431861764272586,-0.2503114503302967,0
0,0,-0.7154320925526261,0,-0.4620386358632598,0.4325950371337323,1.280291183929141,0.2865013286709263,-1.322118119477105,0.3567979307295631,-1.0461669348589415,0.4279758015515296,-1.0461669348589415,-0.9630176819681374,-0.7572762314786975,0.1011436195313776,1.07654979350383,-1.104905784611777,-0.5435956420555116,-0.2432480746957427,0
0,0,-0.7103726494547862,0,-0.3151895550632521,0.3813637310900201,1.8570383108077972,0.4504646087684487,-1.3972504055913515,0.3349658802009463,-0.9262709222063412,0.3010013691871442,-0.9262709222063412,-0.96983513233476,-0.8841834463131835,0.0987486583316971,1.0244523730670914,-1.1297643661774943,-0.3140187588023721,-0.167505819664088,0
0,0,-0.70746920092285,0,-0.1629554454784097,0.1084306073931087,1.144489895828206,-0.0001028310682467,-1.4354228891545515,0.0654742676351708,-1.2850194979246077,0.0950972379369934,-1.2850194979246077,-1.0711956562936065,0.0260372586220422,0.0329655171628765,1.2631168160963278,-1.2653267883701314,-1.0085129078859292,-0.3060266473155044,0
0,0,-0.7624007667209607,0,-0.1051438133660158,0.0146692023318531,1.583530389799241,0.0013053105630121,-1.3919052719551746,0.0366817602397409,-1.172895457499043,-0.1024995633212095,-1.172895457499043,-1.08534134442341,-0.0065965272248554,-0.0508734498367083,1.0155381041475515,-1.0677541442036942,-0.8726419181026521,-0.2798355354228148,0
0,0,-0.7678570703347726,0,-0.1245010751768102,0.0592901010374618,1.5098926547534524,0.044088437794863,-1.839149579675504,0.0871685156971885,-1.0542897863514824,-0.2253727304410392,-1.0542897863514824,-1.0797187357196585,-0.0763211487785721,-0.0421972667530972,0.9210845518541948,-1.159421234721702,-0.7050583245953631,-0.2202175545207925,0
0,0,-0.7043591413929418,0,0.1163088438710267,-0.1044615426773293,0.6016167776492243,-0.1728135034777012,-1.213260038967326,0.0089293824391381,-1.659912934753967,0.0123522246301656,-1.659912934753967,-1.1794031153966784,0.4531734017937158,0.0808328595781892,1.0131964292635165,-1.3701546208070703,-1.181920469526336,-0.3705140636061105,0
0,0,-0.7658374309574856,0,0.1542473352621074,-0.1300643471430273,0.9933595250444152,-0.2112736046881142,-1.7044743388613708,-0.0357073833008515,-1.5436127513147802,-0.4806402772091007,-1.5436127513147802,-1.182828567855832,0.2947279313018037,-0.0824118404898059,0.6897575727846933,-1.31797403277486,-1.0235949804242497,-0.3459461148392824,0
0,0,-0.8336781473211216,0,0.1706230643694881,-0.2009201580783852,1.567343942176815,-0.3132252158651334,-1.6850782092425132,-0.1586954479381963,-1.1475784007528758,-0.8776728579682065,-1.1475784007528758,-1.2961290583630944,0.1746107108628395,-0.2405351534542034,0.617053581391293,-1.254388075370155,-0.9835228459301432,-0.3112057258229537,0
0,0,-0.6022858346762031,0,0.380503674242386,-0.2622939173529217,0.5649508364814921,-0.4690315239862528,-1.550125884649966,-0.1807262371126281,-1.9776260156887888,-0.3993567739559775,-1.9776260156887888,-1.407249605293892,0.7138566682095814,-0.1995481852849647,0.5363245882113421,-1.3469271111963466,-1.3062662076836251,-0.3834491966341429,0
0,0,-0.6991189828564403,0,0.3395217657103436,-0.2458134310876151,0.8699756727434974,-0.4133557638266552,-1.7227693783287032,-0.238244156618138,-1.9035885284905096,0.2293463673424169,-1.9035885284905096,-1.402107412739669,0.7621381973814084,-0.1503871943547978,0.4799348911727112,-1.2248792976285594,-1.1196130942899545,-0.389212511719712,0
0,0,-0.7452735644862302,0,0.5103257363341646,-0.2863944808762163,1.2151819912428687,-0.4685640027143489,-1.8890458355981885,-0.2477152146030102,-1.6192069455240277,-0.6015158174248788,-1.6192069455240277,-1.442294386437884,0.687033005539677,-0.2564661271874937,0.344103707177994,-1.1960699607937488,-1.0329705429613518,-0.3079050110513717,0
0,0,-0.7864957776554112,0,0.3414312136629877,-0.2148723177354981,0.2812484350528393,-0.5374778341785571,-1.3950028419694331,-0.2448247175686917,-1.672677525792987,-0.6300353668304246,-1.672677525792987,-1.5690521558148576,0.4466461532228622,0.0298680454317409,0.4416084544776124,-1.349502136978033,-1.3418303185838336,-0.4245527995234232,0
0,0,-0.7236769679693896,0,0.4600323957651843,-0.2398091123532087,0.5119783136908879,-0.5223000287462243,-1.4893133901062472,-0.1763744248518023,-1.8835996227958367,-0.6143726151921124,-1.8835996227958367,-1.5688085940854697,0.4384787912885731,-0.162783489078405,0.3342692470203598,-1.3512451867459851,-1.2685456015868646,-0.4323106032876468,0
0,0,-0.7701112266388813,0,0.4373366328589861,-0.3450180021354632,0.8710759209961001,-0.6162645663770172,-1.7110301189260642,-0.20651138516446,-1.568369116029132,-0.7904908246726976,-1.568369116029132,-1.6189051526903302,0.4101537816427473,-0.1236229288392041,0.2712565594908932,-1.3255651252743252,-1.1607130893478173,-0.3983783594343194,0
0,0,-0.5551597553575666,0,-1.321177160437217,1.5541006669832311,-0.1279683358647654,0.9776137082783202,-0.3537621468116136,1.274841571092528,1.2007572231048236,0.2751770946340544,1.2007572231048236,-0.9743564257678128,-1.0866686120001443,0.7365899546651594,0.3861371478381933,-0.4050909177427602,-0.9834858818502108,-0.5430238829500675,0
0,0,-0.6446476417083301,0,-1.2854425402529666,1.5377924706152604,0.0801491249432421,0.7562576842161564,-0.7123309019171532,1.147730272162585,-0.7118981970761802,-0.2486390389448885,-0.7118981970761802,-1.09710151779967,-1.1420022655365276,0.8185986107183685,-0.0003427666607119,-0.381327062822841,-0.3530055556994124,-0.5930027269569301,0
0,0,-0.6766364096994982,0,-1.2645051324907126,1.5079187608217306,0.2104165355880274,0.7382752567787916,-1.1227348192784985,1.1202222497664711,-0.6646546550843258,-0.1844384606209833,-0.6646546550843258,-1.1060201753116992,-1.2912902386150695,0.692688766706255,-0.0088172378692091,-0.3575732980838926,-0.2057433618545342,-0.6377204777645455,0
0,0,-0.5151824501344477,0,-1.2968270006319933,1.252552727974942,-0.5292004105381032,0.6096700042412609,-0.8572809399557302,1.01064395331884,-0.7017308273948859,0.1967551631785061,-0.7017308273948859,-0.988625337015579,-1.0363042847375574,0.6582934236526785,0.2692010100401037,-0.4133603719491089,-1.0641401357616325,-0.5345226290430397,0
0,0,-0.7697544021144973,0,-1.2595213736066249,0.8491322994437382,-0.2044215411878898,0.2455124863623723,-1.2587927469942088,0.6659788031356864,-1.467602645693357,-0.6627102107913341,-1.467602645693357,-1.2078109479029184,-1.216398658865772,0.5054188157589949,-0.3998330496148487,-0.4621601984553783,-0.5546481421708255,-0.6280160465712749,0
0,0,-0.6375881058812545,0,-1.221249494942099,0.9443397030942008,-0.1824961775302453,0.396421002638112,-1.106784386732521,0.7742356639648781,-0.7595445459420359,-0.3734630097497337,-0.7595445459420359,-1.0907319418004586,-1.1596138762482229,0.5833983644339122,-0.2535453341595811,-0.2182452957393204,-0.4868811985337816,-0.683104927950789,0
0,0,-0.4965157261896564,0,-1.3007203204430289,0.9877560115799622,-0.5032988354550763,0.3283738108276886,-0.3523477250162493,1.1120867897282334,-1.1649302809310844,0.3270655410863115,-1.1649302809310844,-1.1185695663848854,-0.727385832286262,0.5257887691450204,0.3032549252942602,-0.6273168169905887,-1.3524033411526608,-0.5583673465480313,0
0,0,-0.5755680127990848,0,-1.2855285540864954,0.8835965022715361,-0.371688510924437,0.2913105323837225,-0.6951097940798197,0.6952944408197109,-0.6425338442538086,0.102812161675368,-0.6425338442538086,-1.1538289079391195,-0.8934504890473047,0.4377970390609091,-0.0188155015829732,-0.7456984879801177,-0.7727469579583007,-0.6474507103015132,0
0,0,-0.6596643237218651,0,-1.3297888797710695,0.8016638519915428,-0.2891472659011994,0.0986963349220851,-1.4969805542782055,0.5466312804692344,-1.255528120186168,-0.4328558637957387,-1.255528120186168,-1.234737989699998,-1.0636424113918654,0.0707158384276454,-0.3701455801547557,-0.8217927469238475,-0.8530966694884451,-0.7043314758346935,0
0,0,-0.5099076403972356,0,-1.2514272420101296,0.4817347050039487,-0.8212003266743133,-0.2219437747277558,-0.4890874457434078,0.5028532379573589,-1.2093566976037309,-0.4574130617531137,-1.2093566976037309,-1.3562273575653565,-0.4845737918072905,0.4213620993390147,-0.273482700078789,-0.670310991123332,-1.2931905611272294,-0.511425022135137,0
0,0,-0.3379500177626606,0,-1.344852643236211,0.8505919081891921,-0.6101533345389164,0.3374691457605805,-0.9850294263674028,0.4524019586298298,-1.649662943412191,0.9195377795317096,-1.649662943412191,-1.124931519984682,-0.0156685041023303,0.5543977816745366,0.0133834144553822,-0.7902834458309037,-1.0046383691325558,-0.653777945904032,0
0,0,-0.5560093596635338,0,-1.294186218031835,0.5456965931762882,-0.3133533331761114,-0.1355896349067349,-1.222494218707447,0.3829517573301873,-0.8018287560504305,-0.157958939418574,-0.8018287560504305,-1.3429721125038856,-0.6041991360502303,0.3120665995328784,-0.6415009487840374,-0.7128602404658497,-0.8394292555279348,-0.7036578766617058,0
0,0,-0.5707296496465872,0,-1.3915642983170409,0.4057121033247511,-1.1242667042632593,-0.3066257762214828,-0.7835569200127004,0.251353925234727,-3.228892731151613,-0.6460464674959829,-3.228892731151613,-1.641574621841098,-0.4125202351947531,0.2394313728840875,-0.5515636862202996,-0.9827715666207332,-1.8862022818672013,-0.5284489581837886,0
0,0,-0.4795276786634684,0,-1.4751691356943486,0.406919783464957,-1.083288687543165,-0.208264626013388,-1.2058200392285032,0.3577522667481412,-2.1064916292178104,-0.2526683087816512,-2.1064916292178104,-1.5855513831426309,-0.3469537425730043,0.1307721017803494,-0.6494586748898439,-0.9722092347678358,-1.4309168085096122,-0.6801541428908047,0
0,0,-0.6475472444711847,0,-1.411589808278437,0.4350504503254609,-0.9679988193553012,-0.2417737012801437,-1.321510170900675,0.2382070781569037,-1.9866373128230443,-0.6271799365883389,-1.9866373128230443,-1.604883675480809,-0.4336238050830389,0.1976028856869137,-0.8305021045727999,-1.0740875159414762,-1.3830006240095711,-0.730276478865188,0
0,0,-0.6587653885896594,0,-1.9039131133140992,1.3836707450317902,0.984918900077872,1.3420400521824791,-0.3409391805556089,0.8106537233006151,1.9097984435303528,0.6241981882015786,1.9097984435303528,-1.3706972181273522,-1.1544829135313686,0.722400453114907,0.1630292889257237,2.076462529869676,1.8013350382643083,-0.4385725121986539,0
0,0,-0.5258674713895551,0,-1.8920169578829784,1.4728532885054617,0.9502344537825486,1.373227653358523,-0.9979435050827244,0.9057588716393756,1.8317826427904949,0.9478767180734818,1.8317826427904949,-1.3376601865810789,-1.0261177438824485,0.7941200034253402,0.6849649229098114,1.9223201557178595,1.5149284808109578,-0.4625827869759767,0
0,0,-0.5669778358819162,0,-1.9084788634045788,1.3924592502867608,0.71657997158257,1.393765604167539,-1.0137012054976866,0.8780072049684436,1.51703756455827,0.9033137716092552,1.51703756455827,-1.3564353537700538,-1.0216714522506185,0.8172400091593788,0.896446996451825,1.8120916264031703,1.172575172384498,-0.5053034414361772,0
0,0,-0.7148920387349538,0,-1.6986591849696446,1.047625258167832,1.086626957011776,0.7760215887020022,0.2984804508508613,0.5721939775175189,1.2993696437375684,0.0346976273605321,1.2993696437375684,-0.9474122896532304,-1.2344007926156937,0.5321339671615236,0.2826095364860759,1.195821080401939,1.235758839442543,-0.4943778708159481,0
0,0,-0.6518497816524279,0,-1.6865125895500392,1.077710112519208,1.0176324831074424,0.9818935211591774,-0.4734830480354863,0.64776387952868,1.3493225314779602,0.2878013485443126,1.3493225314779602,-0.8987117641414655,-1.1383347233528525,0.5729155570368856,0.6992387919491166,1.325961943977721,1.07459611335046,-0.4959556075961586,0
0,0,-0.6275764048763963,0,-1.6828353827170914,1.0790874336391083,0.8613568090490876,0.974072356770338,-0.3035997696546467,0.6833832920316227,1.1682808137719305,0.4178118383920391,1.1682808137719305,-0.8747815846270571,-1.0437923194174732,0.5688083013634938,0.9527784386400484,1.2729837387376692,0.731790158728169,-0.50473703202627,0
0,0,-0.7234854972322389,0,-1.609083480041915,0.7368693245758712,1.229091868009072,0.4140104508738777,0.1359648666798632,0.3901480440807996,0.7391639514670375,-0.1852165056250888,0.7391639514670375,-0.8166062758593832,-1.29582934482295,0.4195842453026148,0.1447935244372813,0.7711439924777824,1.0801842771501142,-0.4971040454340347,0
0,0,-0.6871467680494566,0,-1.6711898852017644,0.7951362458150518,0.9876432130037666,0.5214306185034983,0.1742297076600723,0.4220354159285051,0.8261640694096131,0.1718914934135704,0.8261640694096131,-0.763812595347465,-1.1777186718491626,0.3717378486119919,0.6749075954237861,0.6872696096126343,0.6669687456252631,-0.5206340394551433,0
0,0,-0.5958907027712467,0,-1.6573694921638502,0.8523156920693153,0.6863009412984101,0.6241146752937261,-0.143051212875031,0.4386868988564115,0.4277620721801758,0.1368052291060912,0.4277620721801758,-0.7222200269081769,-1.1326892902364314,0.4075911418895416,0.9776959496269748,0.6886754791664749,0.4075592220540879,-0.5084220836999459,0
0,0,-0.6661494116293263,0,-1.592716037361038,0.7002728329885249,1.002565657238058,0.4748452484895625,0.8167401540325774,0.3761884882840309,0.9498449109518948,0.2072177860869773,0.9498449109518948,-0.6095188183540257,-1.172017490967613,0.4433028616990202,0.3322104410872493,0.4522181480206553,0.8869936753241834,-0.5280575541214312,0
0,0,-0.5408709413830337,0,-1.54079065819723,0.6848538663771225,1.0849878629693104,0.4721733315151031,1.4401021424391407,0.3325821092606065,0.3268917466274085,0.345452424699131,0.3268917466274085,-0.6113013265905055,-1.1669318642065891,0.4160429501477989,0.6883031853585719,0.5099242264331978,0.6953565548347053,-0.490625008956703,0
0,0,-0.510266939497268,0,-1.6013711242294648,0.7252629105990883,0.7824143281766743,0.4792572129988784,0.7842081472634673,0.3645136354308261,0.5833970336273876,0.3440762577004784,0.5833970336273876,-0.6026053206494532,-1.1411360966642754,0.4132517656560767,0.9823394667520956,0.3668381825776459,0.0999146678566026,-0.5450382719745827,0
0,0,-0.6746798630742061,0,-1.592540275526829,0.537270940315443,0.8763726694568865,0.2714300113416991,0.650388336476809,0.1149498368771722,0.5800741572278624,-0.3370256687449535,0.5800741572278624,-0.7356033722165236,-1.3127949550512543,0.3704147816323548,0.2041663942642946,0.2635176579075555,0.7302862127528705,-0.5179456409412309,0
0,0,-0.6044131591585842,0,-1.6047978184314915,0.6225177376255264,0.7070805427007092,0.319385831923519,1.077169810619334,0.1845539515472613,-0.5896629893202165,-0.3687543364787349,-0.5896629893202165,-0.7306545189536524,-1.1847746453114258,0.4146853625396727,0.5041724378376831,0.1055529898280011,0.3912953617298276,-0.5921210433753271,0
0,0,-0.5816730265976782,0,-1.610993605990633,0.6111346712160062,0.6078432332965412,0.2668017064190784,0.6807799727868536,0.2228302730671433,-0.5004765158345079,0.2508708324451543,-0.5004765158345079,-0.7427226623287638,-1.2611968700853615,0.4297772988781919,0.811106075688858,0.0014356598037106,0.0984119084006087,-0.5992347961469467,0
0,0,-0.7330122885344882,0,-1.3944345185936338,0.8314347443224692,1.080874756200406,0.580976658054669,0.0303447366916233,0.541600411690807,1.9503064631327611,0.1638146600934343,1.9503064631327611,-1.272171956014138,-1.3559763399485376,0.0938698832792604,0.1276546371874931,1.266678883359039,0.763480866439492,-0.5926280972772608,0
0,0,-0.7320638261811511,0,-1.4391820536404654,0.8629937314956518,1.2086682456073554,0.5276018045374478,0.0693197222892645,0.3627884067250344,1.5161015361282042,0.1461102425038554,1.5161015361282042,-1.3016486401358454,-1.3280403137018555,0.0844413393950228,0.457628681824435,1.3716079510455763,0.6686727183733971,-0.600697838692903,0
0,0,-0.6812502899187843,0,-1.4843709606721405,0.8320538744210141,0.9716093809907284,0.608837325163223,-0.4070914196825271,0.3274857080750331,1.3565260330435691,0.2682682377702893,1.3565260330435691,-1.318927084919055,-1.2500771988882178,0.1153090409060972,0.8627967872694,1.12818363988707,0.6591135437937171,-0.5962304378010228,0
0,0,-0.7613269651470808,0,-1.351619967648863,0.5050131466184659,1.1403773190622446,0.3123220998505118,0.4791317948324861,0.3185323484730188,2.1308892416916394,0.0542460510795713,2.1308892416916394,-0.6761225894733005,-1.3607310084583564,-0.0186323078966993,0.1586832512526674,0.8995168417861413,0.5426915562550395,-0.6004826925229243,0
0,0,-0.7248435250656997,0,-1.37645957489522,0.5339944061750529,1.159632430094194,0.2869266560176529,-0.0625373320025406,0.2141830326912759,1.909994591136534,0.1683730863509903,1.909994591136534,-0.684227427054449,-1.3599274900664546,0.0268893216994636,0.4257901207167233,0.7872106195320183,0.5065280565659812,-0.6116016571445287,0
0,0,-0.6942915499724276,0,-1.3341198564251973,0.4813519726715154,1.087272835003137,0.34394365587242,-0.0653653974947121,0.129297834199298,2.2775204043232304,0.1361336868628776,2.2775204043232304,-0.6846050220328964,-1.3713092014203532,-0.0317614761187187,0.7130803140922929,0.9349911490790612,0.6200871550040515,-0.6104560861226191,0
0,0,-0.7955608338523942,0,-1.307968921752293,0.284205145730368,0.9945987413306208,0.0232860523456936,0.6223531630046695,-0.0211658542484682,-1.258277620482167,-0.3696963855805757,-1.258277620482167,-0.6287176792522313,-1.4306664450935058,-0.1237512977964852,-0.0833009945870387,0.237986441102603,0.3156289510839888,-0.6365862174383976,0
0,0,-0.7250230264268424,0,-1.3577310558566589,0.2452299899308701,0.996989571988002,0.0928378688580262,0.4280082181173674,0.0467929876004845,1.5359523185889423,0.060646665566163,1.5359523185889423,-0.586331651058133,-1.381110973638308,-0.0318459025753305,0.2844573552207441,0.4175443574128683,0.3910187280296176,-0.6350501709649519,0
0,0,-0.7222949228259555,0,-1.3020344290371435,0.2448902147447571,0.8496924916573737,0.0941977609913404,0.3805493703374104,-0.0886611922237892,1.7453102102621894,-0.0036524888176854,1.7453102102621894,-0.6053344807682992,-1.3659013602750825,-0.0814621065142212,0.5825156043886203,0.3899602526967012,0.5710066674994798,-0.6339273563070688,0
