DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
0.312711121339263,0.517933598884254,2.253668897407837,1.497362367248063,2.304365147602391,-0.3450194802464783,-0.15860115387654536,-0.8999016559632711,0.6041150622175909,0.6914747176547497,0.41199560869423624,-0.13730652174357674,1.6256198800034731,0.4751533070686121,1.666637594295536,-0.6461536566951002,1.168308593118612,1.6290887586866205,-0.018758303813708705,1.392550388380227,0.1748745983399388,0.11963335384136001,-0.05878580978034088,2.0831393816521913,1.856458019177616,1.492536980654996,0.6762253224193074,1.1457589750792903,1.0007090019126834,-0.09153424502628531,0.8041584073977458,2.053773274103069,-0.6181978845765287,0.09301054467725724,-0.897342846671722,0.5412031034733015,-0.08236005558502883,1.2763350484400735,0.23802050297711472,0.5981171750567378,0.4394527148759957,0.9567521263123034,-0.6434761951032067,0.036552902857284464,-0.5811086575232484,1.6268908291287656,-0.45575874219933843,0.06064509145767424,-0.5431861764272586,0.3917571615710379,-0.2503114503302967,-0.23615434758554232,0.5072322628071091,-1.0662755333408083,-0.7626360798836004,-0.18598558712101274,-1.236610118829525,-0.4232384717899713,0.1775900146228511,0.6026785129077146,-1.1752248007219794,-1.4578892024635413,0.22160739914280683,-0.8666193899468169,-2.1370751252624,-1.1198348171337014,-0.18256643192435928,-1.3054029968438485,-1.3538660299105132,-1.0524062172938238,-1.0662755333408083,-0.962672365758957,-0.2857442950853228,-1.0215865835649114,-1.3858148097525005,-1.541856847570923,1.0659009079901893,0,0,0,0
0.3567979307295631,0.28650132867092637,1.8802794960132276,1.4200089513029233,1.9767685538891195,-0.5181264899684422,-0.3345226507069656,-0.9630176819681374,0.44265821788337223,0.35983089314351113,0.4325950371337323,-0.2786014856272328,1.3051013335503383,0.13641405640024623,1.1113591648191805,-0.7426765346212083,0.6061702672519182,1.07654979350383,0.03567594460561024,1.1983133618699202,0.1011436195313776,-0.13738685210655846,-0.2587979994367678,1.7671334077970515,1.5498581078167835,1.3780162265361287,0.41618462580295146,0.7729057348623175,0.7240762663527864,-0.39960917332550894,0.4279758015515296,1.7868273325223591,-0.7154320925526261,-0.4421023131720396,-1.0151690348186007,0.021853121464416966,-0.3992280261406453,0.8405367832317793,-0.2296658174878758,0.17739928380924444,0.11369087347078974,0.5347266356820461,-0.7572762314786975,0.03436175380650527,-0.5528062177325022,1.7412432736542935,-0.4620386358632598,0.043511528131625954,-0.5435956420555116,0.30119008501003863,-0.24324807469574275,-0.266690016040286,0.2796985870188695,-1.0461669348589417,-0.3987487880178318,-0.12008826155301068,-1.104905784611777,-0.20069605696886594,0.4652216236385847,0.575923480343167,-0.8558038627998884,-1.121423508140217,0.49750654454836707,-0.9070061036645914,-2.0743470604296856,-1.322118119477105,0.005344243064142066,-0.9067247220378287,-1.5631115446641717,-1.0159783720014015,-1.0461669348589417,-1.133455470139033,-0.0676451009726101,-1.071216817194843,-1.3020904628040517,-1.4850675625109662,1.280291183929141,0,0,0,0
0.33496588020094636,0.4504646087684487,2.012927630433455,1.1248604908564164,1.909148504661844,-0.5812982764304009,-0.22689105300950368,-0.9698351323347599,0.5433353444837351,0.28459964929518433,0.38136373109002014,-0.42846184712530133,1.2095060993079507,0.14490960752709206,1.5101601924187145,-0.6633322667335707,0.628739407388261,1.0244523730670914,0.3729631654811627,1.0384849782304921,0.09874865833169713,0.09055912573543375,-0.25024771148581554,1.780629302325994,1.6819812324523211,1.34524498794663,0.5310412098302578,0.9519740745197945,0.7626317060301583,-0.2678036292287078,0.30100136918714426,1.8381547657786472,-0.7103726494547862,-0.41999745868986993,-1.0149774819844317,-0.01649465127332387,-0.41394319684923414,0.5804611790431975,-0.13996831451691658,0.10785820874065201,-0.05043944763357753,0.42570757298591644,-0.8841834463131835,0.1129532908859869,-0.5033077629487196,2.0481017396624135,-0.3151895550632521,0.2528367298119457,-0.3140187588023721,0.2272837504286013,-0.16750581966408803,-0.5625620622859908,0.5965369445363102,-0.9262709222063411,-0.7400083381886527,-0.20424585257951614,-1.1297643661774945,-0.2365538596013538,0.6586337188839189,0.5911186344961583,-0.20576036509249085,-1.1977264848773967,0.46449403183433086,-0.8589273372761124,-2.1386552723360843,-1.3972504055913515,-0.021830649140806003,-1.1386113338522594,-1.4991082820612314,-0.9882801562122997,-0.9262709222063411,-1.0525825035080507,-0.15505913639722835,-1.072817613556383,-1.3460924215380496,-1.5564656742403848,1.8570383108077975,0,0,0,0
0.06547426763517089,-0.00010283106824670949,0.802123147086176,0.48948072245462704,1.2192454503990637,-0.24742357598772646,-0.19946097053210898,-1.0711956562936065,-0.17123581114700206,0.3570614080817267,0.10843060739310874,-0.3233654353239662,1.1344098987717697,0.84202327122214,0.4210381549449398,-1.1011111448102013,0.018083743797604825,1.2631168160963278,0.5232716442251806,0.3574602503229817,0.03296551716287653,-0.007398873408592562,-0.03961368247627426,0.3424997945354139,0.759975938396756,1.0114969942970533,0.5287427039578161,0.157103186200272,0.3425506213578682,-0.22100004426196942,0.0950972379369934,0.8142399793020744,-0.70746920092285,-0.3556442865911183,-0.9558568854309827,-0.09873252001749279,-0.3826437771953656,0.29600127430947737,-0.19841534204024655,0.1538119478704106,0.2345283344655614,0.35799800778715113,0.026037258622042214,-0.6595131995521335,-1.0586078922065514,1.1896170150413239,-0.16295544547840973,0.10565831973927707,-1.0085129078859292,0.0037184010456888087,-0.30602664731550444,-0.016278131192439777,0.31973858463327753,-1.2850194979246075,-1.0503175509469411,-0.7024366229571347,-1.2653267883701314,-0.2608063258189662,0.37556332913748985,0.6887371882777831,-1.1747566064567616,-1.3390509001320188,-0.2569319681216974,-1.093307463456054,-1.6544970572906967,-1.4354228891545517,-0.1643177664543572,-1.1928871785636,-0.9988353331559798,-0.2953998520215288,-1.2850194979246075,-0.8383757719404638,-0.8189891969145497,-0.7456425234427748,-0.9902048928713348,-1.1794960744199603,1.1444898958282061,0,0,0,0
0.036681760239740915,0.00130531056301217,0.8056916059707461,0.197651623700848,0.9392016576832191,-0.48275861539989906,-0.30451591315196286,-1.08534134442341,-0.6276708900507124,0.162106805105543,0.014669202331853193,-0.5116293044632283,0.8738601490340533,0.06361117777424136,0.332051656996883,-1.1666717252963719,-0.3030921254044735,1.0155381041475515,0.609606272221375,0.043689868550821076,-0.050873449836708336,-0.15397197206726948,-0.21488556237249112,0.4577795782540378,0.6468134030618328,0.7665788595009304,0.267770778076427,0.021461245469705435,0.07893356669800469,-0.4838544441627151,-0.10249956332120955,0.7135768209842823,-0.7624007667209607,-0.6685879400618284,-1.1433032159556922,-0.5489350160399815,-0.48125588606642106,-0.12091806982655755,-0.596250231652438,-0.08812329881749222,-0.06671033271412286,0.007289340552037888,-0.006596527224855407,-0.7130412261530192,-1.0129983369053077,1.2698709079122024,-0.10514381336601582,0.11763795527870331,-0.8726419181026521,0.026480830898169643,-0.2798355354228148,-0.18645288935852758,0.4737386163360612,-1.172895457499043,-0.962207437614721,-0.5456393365256514,-1.0677541442036942,-0.36601195961523925,0.9657914347444595,0.5325296252250006,-0.5623320991561598,-1.31672068082782,-0.05448203592547156,-0.8892954449059488,-1.6693624038783137,-1.3919052719551746,0.31719402032641997,-0.7272417243087359,-1.0979261996702783,0.20038763547058636,-1.172895457499043,-0.862505451258874,-0.17950247784473825,-0.9562623067501108,-1.1703906547046568,-1.1508637205400598,1.583530389799241,0,0,0,0
0.0871685156971885,0.04408843779486305,0.9798772753502959,0.2557913549300426,1.0347133494139533,-0.35108945814519305,-0.2079538292840069,-1.0797187357196583,-0.5345284526688808,0.029431605936314657,0.059290101037461865,-0.4564517550258985,0.8813576343296137,-0.17787806084483035,0.28286976322245205,-1.095710937846264,-0.08777873455250347,0.9210845518541947,0.7971962370007513,-0.07731491995589192,-0.04219726675309728,-0.1183618000108233,-0.028992488987037983,0.16597957287716575,0.7398074050673733,1.126930313537912,0.27176583466598436,0.2750175512220275,0.09300205484057568,-0.4109173764003428,-0.22537273044103925,0.7379630492095864,-0.7678570703347726,-0.7338404516283333,-1.3356012682945957,-0.6924306539876206,-0.4527481183924553,-0.22660767818191463,-0.5792974921663903,-0.1569037289849663,-0.234555791337551,-0.08607479480239319,-0.07632114877857216,-0.6403000157179448,-0.9459584498778727,1.3255591257318586,-0.12450107517681026,-0.11767881866186199,-0.7050583245953631,-0.20459180353784293,-0.22021755452079253,-0.503040748481089,0.2400294644532041,-1.0542897863514824,-1.12276137526444,-0.2591856779062529,-1.159421234721702,-0.42684309203233944,0.4301333758576371,0.3681641728104217,-0.5946298833052956,-1.559635937727,-0.163579810939867,-0.9112146126610804,-1.6211907236513188,-1.8391495796755042,-0.05396677328841028,-1.2495699107030556,-1.0411054888958637,-0.5669152591543571,-1.0542897863514824,-0.9155282850954288,-0.09397201727171195,-0.9884844584365967,-1.1589646934615558,-1.2708953962899807,1.5098926547534524,0,0,0,0
0.008929382439138113,-0.17281350347770125,0.4792015267781976,0.10660533521885301,0.6755594699293844,-0.19239102994547047,0.07992458844989758,-1.1794031153966784,-0.5160424576952687,0.39343237039429324,-0.10446154267732935,-0.2669747237597371,1.0205462820575872,0.05691127752242025,0.15683618539559388,-1.2871165980024701,-0.24848974147451314,1.0131964292635163,0.8210265121446964,-0.2838256304228339,0.08083285957818921,-0.07337735732784516,0.21104297340955366,-0.1930702149883982,0.19186453198734824,0.78442536564098,0.585926966088063,0.08436240042262974,-0.0005144253335476518,-0.2226981778376893,0.012352224630165668,0.32667289327153104,-0.7043591413929418,-0.38088744372105665,-0.9133467650662221,-0.01230852508359514,-0.26464967267621475,0.009292310154799433,-0.23501880601346944,0.051079312063681055,0.2504485687489964,0.028064408167648675,0.4531734017937158,-1.2127969294011753,-1.3942566042103437,0.8198394908044963,0.11630884387102679,-0.0064125504550429134,-1.1819204695263361,-0.45671079637378237,-0.3705140636061105,-0.5274375525630681,0.1224062222067817,-1.659912934753967,-0.9088310339143568,-1.1820047458227856,-1.3701546208070705,-0.4639223936320024,0.07653827916427347,0.6798873279426734,-1.3633296162793207,-1.775612863942969,-0.8449654507662205,-1.4689798040849549,-1.7722308773393824,-1.213260038967326,-0.5355280998293084,-1.5553210577103873,-0.682503056794625,-0.9096754599301495,-1.659912934753967,-0.8289674220400012,-0.599077721631864,-0.6251051327957409,-0.7567559776037697,-0.9743046633286672,0.6016167776492243,0,0,0,0
-0.03570738330085152,-0.21127360468811424,0.1747624521448803,-0.1071226319828823,0.45610280559339894,-0.4411726061135769,-0.08069598816078939,-1.182828567855832,-0.7000570076642487,-0.008757179229538625,-0.1300643471430273,-0.5876718315830614,0.7851335292448274,-0.4033068799770061,-0.060893763091703274,-1.3238060845895185,-0.5645717298877739,0.6897575727846933,0.7018937243494335,-0.425834854713627,-0.08241184048980595,-0.05048258871141658,-0.32881955977166316,-0.28428571640160333,0.11610715209653028,0.5896218813674144,0.26508944893911723,-0.18162669385037689,-0.1374986358197563,-0.3156486753551517,-0.48064027720910074,0.30905415935861674,-0.7658374309574856,-0.6916431384478599,-1.0381253157552452,-0.522575440301008,-0.5990649679433533,-0.45189298586996196,-0.6302804068853152,-0.29878548664006876,-0.31976006912748545,-0.3817348333779336,0.29472793130180375,-1.1348637649437645,-1.511801188205971,0.6937217743897407,0.15424733526210743,-0.10467444104620902,-1.0235949804242495,-0.1254301539734331,-0.34594611483928245,-0.38005527939748357,0.18931481247697643,-1.5436127513147802,-1.0826456274639054,-0.9059922753232749,-1.3179740327748601,-0.35431680821162803,0.7165114296228766,0.2928738607885923,-0.9291636288129054,-1.6613216088232936,-0.6542775607115215,-1.0452558053010026,-1.7790098959494443,-1.7044743388613708,-0.05092282553519083,-1.2118925506053608,-0.7103202376615533,-0.5182990020623892,-1.5436127513147802,-0.7611408501293122,-0.9569282542785384,-0.8698142160626475,-0.7837928020344762,-0.9373182100349436,0.9933595250444153,0,0,0,0
-0.15869544793819632,-0.3132252158651334,-0.027752534617402055,-0.4948635694935965,0.23622840739064005,-0.6243551217421304,-0.5211930104632589,-1.2961290583630944,-0.9804114987382997,-0.3578911449912302,-0.2009201580783852,-0.8970216013064437,0.3657016680239025,-0.703780493644573,-0.6586204447098378,-1.4279253794721776,-0.8147450480524521,0.617053581391293,0.32494230698573245,-0.6415084944594135,-0.24053515345420348,-0.6596592266000031,-0.3838311295952338,-0.48998203111026134,-0.06116627458546467,0.32512531595670136,-0.3315999508049941,-0.49309044441208727,-0.477554504522697,-0.508070285415122,-0.8776728579682065,-0.01837634077056236,-0.8336781473211216,-1.131741952611688,-1.3553245229197088,-0.9994832849206187,-0.9985274383579813,-0.7202793026871493,-0.9692208254412243,-0.7157971355671259,-0.6755245190715985,-0.9083360456402932,0.17461071086283952,-1.057249798001708,-1.3447053239693778,0.3244394571196144,0.1706230643694881,0.054165425189016646,-0.9835228459301432,-0.2475623472085766,-0.31120572582295375,-0.5639104594290191,-0.04169687308202546,-1.1475784007528758,-1.2414721800680202,-0.8393667730099057,-1.254388075370155,-0.3092202336359779,0.3443135798949621,0.2246370383143097,-0.8702200422837489,-1.8419610814855167,-0.5812895988388912,-1.0873960280563286,-1.9038576712699842,-1.6850782092425132,-0.17592771156903994,-1.3907816692839228,-0.7602168578543802,-0.7000326219268908,-1.1475784007528758,-1.0835472162407658,-0.15641031280509624,-0.8380702224931136,-0.857111136757477,-0.9600445186955119,1.567343942176815,0,0,0,0
-0.18072623711262814,-0.46903152398625286,0.8799427562239719,-0.5798447606449814,-0.26342541505136935,-0.13281083717247608,0.2314164876133503,-1.4072496052938919,-0.7526478951203889,-0.030797807383863344,-0.2622939173529217,0.2045347755092877,0.9661654963567697,0.18925688877140087,-0.6991165445969871,-1.5065972884805499,-0.7643954523469924,0.5363245882113421,0.7541802785961341,-0.8781733543468478,-0.19954818528496474,0.5506206559506169,0.6798245395352419,-0.7981229280329569,-0.46698680114233104,0.3095867025567421,0.47506667985589657,0.701917700830022,-0.4680626723644228,0.21194404757185106,-0.3993567739559775,-0.5172760993461893,-0.6022858346762031,-0.2900121637235976,-0.23519620009029402,-0.13883322859706215,-0.31874860426578766,-0.1785721309021809,-0.390033955084991,0.02436854888987618,0.3738544538843379,0.11061037209663395,0.7138566682095814,-1.400724560477345,-1.7665729965130523,0.7447801671929928,0.380503674242386,0.25123884732721885,-1.3062662076836253,-0.7368849646420244,-0.3834491966341429,-0.01181726657689735,-0.4367497439954878,-1.9776260156887888,-2.126925001330504,-1.2313845801597139,-1.3469271111963466,0.42976569979448437,0.06580868247799102,0.8036595191342503,-1.4189018041933852,-1.5481749735182657,-1.0470209255351115,-1.637303489215154,-0.8231705504113672,-1.5501258846499661,-0.4813083599417478,-1.2822206961871043,0.785116768720301,0.7245335714286492,-1.9776260156887888,-0.5986043884695964,-0.47107222045358976,-0.4678299019463579,0.05617237634652347,-0.29985197637005506,0.5649508364814921,0,0,0,0
